article_id,title,user_id
1185,classify tumors with machine learning,824
1364,predicting churn with the spss random tree algorithm,203
251,"8170    data science expert interview: dez blanchfield...
Name: title, dtype: object",673
865,analyze traffic data from the city of san francisco,825
1426,use spark for scala to load data and run sql queries,826
1053,access mysql with python,34
415,using machine learning to predict value of homes on airbnb,700
891,interactive web apps with shiny cheat sheet,598
1432,visualize data with the matplotlib library,209
51,modern machine learning algorithms,184
682,easy json loading and social sharing in dsx notebooks,362
1411,uci: white wine quality,170
124,python machine learning: scikit-learn tutorial,612
1014,"1448    i ranked every intro to data science course on...
Name: title, dtype: object",242
1354,movie recommender system with spark machine learning,111
833,machine learning and the science of choosing,827
1286,environment statistics database - water,98
1436,welcome to pixiedust,536
124,python machine learning: scikit-learn tutorial,828
887,"502    forgetting the past to learn the future: long ...
Name: title, dtype: object",667
1402,uci: adult - predict income,829
1436,welcome to pixiedust,830
273,statistical bias types explained (with examples),180
1172,"apache spark lab, part 3: machine learning",469
205,a beginner's guide to variational methods,831
1314,healthcare python streaming application demo,135
1400,uci ml repository: chronic kidney disease data set,371
369,upload data and create data frames in jupyter notebooks,575
1431,visualize car data with brunel,783
103,how to scale your analytics using r,832
29,experience iot with coursera,23
1305,gosales transactions for naive bayes model,667
1018,7 types of job profiles that makes you a data scientist,52
1017,the pandas data analysis library,100
415,using machine learning to predict value of homes on airbnb,488
1429,use deep learning for image classification,785
1064,airbnb data for analytics: antwerp listings test,121
57,transfer learning for flight delay prediction via variational autoencoders,833
101,how to choose a project to practice data science,535
205,a beginner's guide to variational methods,834
1150,airbnb data for analytics: venice calendar,835
1324,ibm watson facebook posts for 2015,98
1304,gosales transactions for logistic regression model,836
559,"this week in data science (april 4, 2017)",837
1053,access mysql with python,838
353,sparklyr — r interface for apache spark,471
151,jupyter notebook tutorial,839
1170,"apache spark lab, part 1: basic concepts",840
20,working interactively with rstudio and notebooks in dsx,841
749,hurricane how-to,262
162,an introduction to stock market data analysis with r (part 1),354
1025,data tidying in data science experience,721
237,deep learning with data science experience,842
986,r for data science,829
1330,insights from new york car accident reports,215
268,sector correlations shiny app,798
310,time series prediction using recurrent neural networks (lstms),843
833,machine learning and the science of choosing,648
969,flightpredict ii: the sequel  – ibm watson data lab,361
1330,insights from new york car accident reports,790
34,top 10 machine learning use cases: part 1,844
1050,"jupyter notebooks with scala, python, or r kernels",845
645,how to perform a logistic regression in r,404
1016,why you should master r (even if it might eventually become obsolete),687
833,machine learning and the science of choosing,203
1324,ibm watson facebook posts for 2015,846
622,htmlwidgets: javascript data visualization for r,619
1148,airbnb data for analytics: vancouver listings,649
1351,model bike sharing data with spss,347
20,working interactively with rstudio and notebooks in dsx,688
57,transfer learning for flight delay prediction via variational autoencoders,847
315,neurally embedded emojis,848
124,python machine learning: scikit-learn tutorial,849
1429,use deep learning for image classification,296
1157,airbnb data for analytics: washington d.c. listings,170
101,how to choose a project to practice data science,26
1163,analyze open data sets with spark & pixiedust,23
1052,access db2 warehouse on cloud and db2 with python,812
1024,using deep learning to reconstruct high-resolution audio,98
51,modern machine learning algorithms,850
194,data science for real-time streaming analytics,694
1172,"apache spark lab, part 3: machine learning",223
1354,movie recommender system with spark machine learning,851
825,what is smote in an imbalanced class setting (e.g. fraud detection)?,852
1330,insights from new york car accident reports,853
26,using machine learning to predict parking difficulty,665
20,working interactively with rstudio and notebooks in dsx,103
1432,visualize data with the matplotlib library,854
43,deep learning with tensorflow course by big data university,855
109,tensorflow quick tips,856
1426,use spark for scala to load data and run sql queries,125
1276,deploy your python model as a restful api,203
1296,fortune 100 companies,857
14,got zip code data? prep it for analytics. – ibm watson data lab – medium,277
116,practical tutorial on random forest and parameter tuning in r,858
622,htmlwidgets: javascript data visualization for r,27
1282,employed population by occupation and age,859
1165,analyze precipitation data,860
310,time series prediction using recurrent neural networks (lstms),9
184,improving the roi of big data and analytics through leveraging new sources of data,194
1429,use deep learning for image classification,249
1014,"1448    i ranked every intro to data science course on...
Name: title, dtype: object",703
1360,pixieapp for outlier detection,719
409,using github for project control in dsx,819
1274,data model with streaming analytics and python,313
1160,analyze accident reports on amazon emr spark,786
1282,employed population by occupation and age,652
1314,healthcare python streaming application demo,861
477,markdown for jupyter notebooks cheatsheet,862
268,sector correlations shiny app,863
237,deep learning with data science experience,785
1276,deploy your python model as a restful api,27
1172,"apache spark lab, part 3: machine learning",23
1305,gosales transactions for naive bayes model,820
8,data science bowl 2017,684
1047,a comparison of logistic regression and naive bayes ,184
1360,pixieapp for outlier detection,864
825,what is smote in an imbalanced class setting (e.g. fraud detection)?,865
1360,pixieapp for outlier detection,287
477,markdown for jupyter notebooks cheatsheet,727
353,sparklyr — r interface for apache spark,829
113,"this week in data science (february 28, 2017)",651
268,sector correlations shiny app,371
1431,visualize car data with brunel,52
658,automating web analytics through python,252
1165,analyze precipitation data,866
1018,7 types of job profiles that makes you a data scientist,52
76,"this week in data science (may 2, 2017)",67
477,markdown for jupyter notebooks cheatsheet,696
1432,visualize data with the matplotlib library,797
1252,country statistics: reserves of foreign exchange and gold,867
1398,total population by country,868
1330,insights from new york car accident reports,726
1338,ml optimization using cognitive assistant,760
151,jupyter notebook tutorial,869
1425,use spark for r to load data and run sql queries,716
33,using brunel in ipython/jupyter notebooks,729
1305,gosales transactions for naive bayes model,163
766,making data science a team sport,870
1393,the nurse assignment problem,187
547,trust in data science,260
563,rstudio ide  cheat sheet,103
1351,model bike sharing data with spss,420
1304,gosales transactions for logistic regression model,52
1426,use spark for scala to load data and run sql queries,170
1416,united states demographic measures: population and age,871
878,10 data science podcasts you need to be listening to right now,872
1330,insights from new york car accident reports,873
1054,access mysql with r,644
1338,ml optimization using cognitive assistant,346
1138,airbnb data for analytics: sydney calendar,383
1364,predicting churn with the spss random tree algorithm,874
1324,ibm watson facebook posts for 2015,343
1165,analyze precipitation data,875
844,use the cloudant-spark connector in python notebook,693
1332,intents & examples for ibm watson conversation,733
1400,uci ml repository: chronic kidney disease data set,324
1330,insights from new york car accident reports,356
1166,analyzing data by using the sparkling.data library features,876
1165,analyze precipitation data,877
1186,connect to db2 warehouse on cloud and db2 using scala,618
241,i am not a data scientist – ibm watson data lab,58
78,"this week in data science (may 16, 2017)",865
1174,breast cancer wisconsin (diagnostic) data set,510
1330,insights from new york car accident reports,62
1423,use sql with data in hadoop python,878
1172,"apache spark lab, part 3: machine learning",23
788,quick guide to build a recommendation engine in python,168
1398,total population by country,879
314,some random weekend reading,750
1065,airbnb data for analytics: antwerp reviews,121
865,analyze traffic data from the city of san francisco,880
1162,analyze energy consumption in buildings,28
195,"artificial intelligence, ethically speaking – inside machine learning – medium",881
1059,airbnb data for analytics: amsterdam calendar,882
20,working interactively with rstudio and notebooks in dsx,883
1429,use deep learning for image classification,187
1274,data model with streaming analytics and python,173
1436,welcome to pixiedust,884
871,overfitting in machine learning: what it is and how to prevent it,885
260,the machine learning database,886
1172,"apache spark lab, part 3: machine learning",98
57,transfer learning for flight delay prediction via variational autoencoders,887
20,working interactively with rstudio and notebooks in dsx,669
237,deep learning with data science experience,888
647,getting started with apache mahout,697
1351,model bike sharing data with spss,656
1330,insights from new york car accident reports,689
151,jupyter notebook tutorial,721
310,time series prediction using recurrent neural networks (lstms),889
151,jupyter notebook tutorial,890
1164,analyze open data sets with pandas dataframes,891
164,learn tensorflow and deep learning together and now!,892
131,simple graphing with ipython and pandas,893
1429,use deep learning for image classification,894
864,"this week in data science (february 21, 2017)",895
14,got zip code data? prep it for analytics. – ibm watson data lab – medium,395
20,working interactively with rstudio and notebooks in dsx,896
1150,airbnb data for analytics: venice calendar,591
730,developing for the ibm streaming analytics service,512
1172,"apache spark lab, part 3: machine learning",223
369,upload data and create data frames in jupyter notebooks,205
16,higher-order logistic regression for large datasets,65
1364,predicting churn with the spss random tree algorithm,420
645,how to perform a logistic regression in r,715
1160,analyze accident reports on amazon emr spark,38
812,"machine learning exercises in python, part 1",897
116,practical tutorial on random forest and parameter tuning in r,843
1172,"apache spark lab, part 3: machine learning",761
1143,airbnb data for analytics: toronto reviews,735
1398,total population by country,697
1330,insights from new york car accident reports,199
1338,ml optimization using cognitive assistant,890
1368,putting a human face on machine learning,131
486,use spark r to load and analyze data,898
353,sparklyr — r interface for apache spark,899
1305,gosales transactions for naive bayes model,900
1426,use spark for scala to load data and run sql queries,669
43,deep learning with tensorflow course by big data university,901
1071,airbnb data for analytics: austin reviews,902
108,"520    using notebooks with pixiedust for fast, flexi...
Name: title, dtype: object",271
1336,learn basics about notebooks and apache spark,829
1172,"apache spark lab, part 3: machine learning",438
33,using brunel in ipython/jupyter notebooks,173
20,working interactively with rstudio and notebooks in dsx,351
1398,total population by country,903
1293,finding optimal locations of new store using decision optimization,904
43,deep learning with tensorflow course by big data university,905
485,a moving average trading strategy,420
184,improving the roi of big data and analytics through leveraging new sources of data,663
107,when machine learning matters · erik bernhardsson,402
409,using github for project control in dsx,750
1296,fortune 100 companies,346
1304,gosales transactions for logistic regression model,121
221,how smart catalogs can turn the big data flood into an ocean of opportunity,906
1059,airbnb data for analytics: amsterdam calendar,693
109,tensorflow quick tips,365
1350,model a golomb ruler,907
1436,welcome to pixiedust,169
788,quick guide to build a recommendation engine in python,3
1172,"apache spark lab, part 3: machine learning",3
1170,"apache spark lab, part 1: basic concepts",242
1429,use deep learning for image classification,712
1432,visualize data with the matplotlib library,908
593,upload files to ibm data science experience using the command line,591
1230,country statistics: internet users,909
855,enjoy python 3.5 in jupyter notebooks,98
20,working interactively with rstudio and notebooks in dsx,910
26,using machine learning to predict parking difficulty,911
977,apache spark as the new engine of genomics,912
1429,use deep learning for image classification,722
680,how the circle line rogue train was caught with data,913
882,blogging with brunel,914
1416,united states demographic measures: population and age,246
193,spark 2.1 and job monitoring available in dsx,915
415,using machine learning to predict value of homes on airbnb,883
1330,insights from new york car accident reports,271
967,ml algorithm != learning machine,916
1393,the nurse assignment problem,223
1428,use decision optimization to schedule league games,66
366,clustering: a guide for the perplexed,917
205,a beginner's guide to variational methods,918
1047,a comparison of logistic regression and naive bayes ,919
1426,use spark for scala to load data and run sql queries,249
1420,use apache systemml and spark for machine learning,297
600,access ibm analytics for apache spark from rstudio,920
1429,use deep learning for image classification,866
1368,putting a human face on machine learning,921
821,using rstudio in ibm data science experience,288
57,transfer learning for flight delay prediction via variational autoencoders,330
680,how the circle line rogue train was caught with data,922
1154,airbnb data for analytics: vienna listings,923
422,brunel 2.0 preview,706
1048,"1357    what i learned implementing a classifier from ...
Name: title, dtype: object",851
593,upload files to ibm data science experience using the command line,822
1162,analyze energy consumption in buildings,402
510,"this week in data science (may 30, 2017)",760
864,"this week in data science (february 21, 2017)",105
1428,use decision optimization to schedule league games,195
795,"7292    a dramatic tour through python’s data visualiz...
Name: title, dtype: object",924
1330,insights from new york car accident reports,925
1225,country statistics: health expenditures,648
1304,gosales transactions for logistic regression model,23
1423,use sql with data in hadoop python,926
1018,7 types of job profiles that makes you a data scientist,927
600,access ibm analytics for apache spark from rstudio,832
1314,healthcare python streaming application demo,640
1429,use deep learning for image classification,312
1426,use spark for scala to load data and run sql queries,833
1174,breast cancer wisconsin (diagnostic) data set,854
1057,"adolescent fertility rate (births per 1,000 women ages 15-19), worldwide",693
1025,data tidying in data science experience,530
1330,insights from new york car accident reports,928
1338,ml optimization using cognitive assistant,929
470,what’s new in the streaming analytics service on bluemix,114
508,data science in the cloud,295
1406,uci: iris,930
1160,analyze accident reports on amazon emr spark,686
1343,maximize oil company profits,214
1436,welcome to pixiedust,931
681,real-time sentiment analysis of twitter hashtags with spark (+ pixiedust),371
314,some random weekend reading,932
477,markdown for jupyter notebooks cheatsheet,933
74,the 3 kinds of context: machine learning and the art of the frame,131
124,python machine learning: scikit-learn tutorial,23
1351,model bike sharing data with spss,195
1166,analyzing data by using the sparkling.data library features,261
1017,the pandas data analysis library,190
210,"this week in data science (february 14, 2017)",934
1330,insights from new york car accident reports,935
1364,predicting churn with the spss random tree algorithm,223
607,recommendation system algorithms – stats and bots,936
1350,model a golomb ruler,696
1172,"apache spark lab, part 3: machine learning",58
1425,use spark for r to load data and run sql queries,715
1056,access postgresql with r,288
730,developing for the ibm streaming analytics service,204
120,a dynamic duo – inside machine learning – medium,624
1431,visualize car data with brunel,294
684,flexdashboard: interactive dashboards for r,538
1330,insights from new york car accident reports,912
645,how to perform a logistic regression in r,60
1336,learn basics about notebooks and apache spark,822
1351,model bike sharing data with spss,460
1436,welcome to pixiedust,765
969,flightpredict ii: the sequel  – ibm watson data lab,937
1296,fortune 100 companies,938
20,working interactively with rstudio and notebooks in dsx,710
1163,analyze open data sets with spark & pixiedust,939
1017,the pandas data analysis library,940
1305,gosales transactions for naive bayes model,343
40,ensemble learning to improve machine learning results,941
684,flexdashboard: interactive dashboards for r,712
1170,"apache spark lab, part 1: basic concepts",56
1368,putting a human face on machine learning,184
32,a kaggler's guide to model stacking in practice,114
864,"this week in data science (february 21, 2017)",924
1398,total population by country,732
1293,finding optimal locations of new store using decision optimization,111
1296,fortune 100 companies,829
116,practical tutorial on random forest and parameter tuning in r,69
464,use ibm data science experience to detect time series anomalies,438
1432,visualize data with the matplotlib library,697
1436,welcome to pixiedust,347
260,the machine learning database,843
1400,uci ml repository: chronic kidney disease data set,942
1354,movie recommender system with spark machine learning,943
1324,ibm watson facebook posts for 2015,184
1403,uci: car evaluation,825
108,"520    using notebooks with pixiedust for fast, flexi...
Name: title, dtype: object",27
1364,predicting churn with the spss random tree algorithm,737
1364,predicting churn with the spss random tree algorithm,944
600,access ibm analytics for apache spark from rstudio,351
795,"7292    a dramatic tour through python’s data visualiz...
Name: title, dtype: object",822
785,interactive time series with dygraphs,909
16,higher-order logistic regression for large datasets,58
131,simple graphing with ipython and pandas,15
723,10 essential algorithms for machine learning engineers,945
600,access ibm analytics for apache spark from rstudio,865
1431,visualize car data with brunel,214
1351,model bike sharing data with spss,946
1181,car performance data,55
1364,predicting churn with the spss random tree algorithm,947
1314,healthcare python streaming application demo,521
1162,analyze energy consumption in buildings,755
744,spark-based machine learning tools for capturing word meanings,706
1305,gosales transactions for naive bayes model,751
43,deep learning with tensorflow course by big data university,948
645,how to perform a logistic regression in r,949
1017,the pandas data analysis library,950
1336,learn basics about notebooks and apache spark,23
28,deep forest: towards an alternative to deep neural networks,951
1432,visualize data with the matplotlib library,313
1364,predicting churn with the spss random tree algorithm,952
1436,welcome to pixiedust,131
74,the 3 kinds of context: machine learning and the art of the frame,214
164,learn tensorflow and deep learning together and now!,953
1422,use r dataframes & ibm watson natural language understanding,49
1425,use spark for r to load data and run sql queries,954
855,enjoy python 3.5 in jupyter notebooks,715
1330,insights from new york car accident reports,945
1176,build a python app on the streaming analytics service,754
1343,maximize oil company profits,542
1000,recommender systems: approaches & algorithms,23
764,tidy data in python,17
1025,data tidying in data science experience,88
911,using machine learning to predict baseball injuries,955
1436,welcome to pixiedust,956
1343,maximize oil company profits,500
1186,connect to db2 warehouse on cloud and db2 using scala,72
124,python machine learning: scikit-learn tutorial,957
1181,car performance data,23
109,tensorflow quick tips,312
237,deep learning with data science experience,723
1289,"external debt stocks, total (dod, current us$) by country",958
260,the machine learning database,959
33,using brunel in ipython/jupyter notebooks,27
1274,data model with streaming analytics and python,960
51,modern machine learning algorithms,204
1324,ibm watson facebook posts for 2015,961
1171,"apache spark lab, part 2: querying data",371
12,timeseries data analysis of iot events by using jupyter notebook,962
1424,use spark for python to load data and run sql queries,963
1409,uci: red wine quality,170
1338,ml optimization using cognitive assistant,964
1354,movie recommender system with spark machine learning,965
730,developing for the ibm streaming analytics service,315
1162,analyze energy consumption in buildings,944
1436,welcome to pixiedust,966
1160,analyze accident reports on amazon emr spark,751
1436,welcome to pixiedust,362
1293,finding optimal locations of new store using decision optimization,98
8,data science bowl 2017,260
34,top 10 machine learning use cases: part 1,110
1393,the nurse assignment problem,49
1282,employed population by occupation and age,967
1330,insights from new york car accident reports,968
766,making data science a team sport,98
51,modern machine learning algorithms,969
116,practical tutorial on random forest and parameter tuning in r,970
1017,the pandas data analysis library,971
795,"7292    a dramatic tour through python’s data visualiz...
Name: title, dtype: object",726
1185,classify tumors with machine learning,653
1305,gosales transactions for naive bayes model,972
1429,use deep learning for image classification,670
1174,breast cancer wisconsin (diagnostic) data set,377
26,using machine learning to predict parking difficulty,362
1171,"apache spark lab, part 2: querying data",707
1364,predicting churn with the spss random tree algorithm,186
969,flightpredict ii: the sequel  – ibm watson data lab,973
1351,model bike sharing data with spss,638
16,higher-order logistic regression for large datasets,87
51,modern machine learning algorithms,483
193,spark 2.1 and job monitoring available in dsx,235
1170,"apache spark lab, part 1: basic concepts",974
213,modeling energy usage in new york city,23
8,data science bowl 2017,757
151,jupyter notebook tutorial,975
1171,"apache spark lab, part 2: querying data",508
525,new shiny cheat sheet and video tutorial,326
1014,"1448    i ranked every intro to data science course on...
Name: title, dtype: object",87
1048,"1357    what i learned implementing a classifier from ...
Name: title, dtype: object",715
120,a dynamic duo – inside machine learning – medium,976
20,working interactively with rstudio and notebooks in dsx,741
933,workflow in r,778
124,python machine learning: scikit-learn tutorial,977
50,graph-based machine learning,862
1343,maximize oil company profits,978
78,"this week in data science (may 16, 2017)",979
492,web picks by dataminingapps,518
1409,uci: red wine quality,58
1436,welcome to pixiedust,727
833,machine learning and the science of choosing,965
1416,united states demographic measures: population and age,765
1314,healthcare python streaming application demo,980
1296,fortune 100 companies,981
124,python machine learning: scikit-learn tutorial,982
1332,intents & examples for ibm watson conversation,242
1138,airbnb data for analytics: sydney calendar,983
1368,putting a human face on machine learning,984
1025,data tidying in data science experience,985
1276,deploy your python model as a restful api,262
213,modeling energy usage in new york city,986
125,statistics for hackers,987
968,shiny 0.13.0,54
1304,gosales transactions for logistic regression model,22
1293,finding optimal locations of new store using decision optimization,371
1015,enhanced color mapping,512
409,using github for project control in dsx,723
1330,insights from new york car accident reports,988
682,easy json loading and social sharing in dsx notebooks,23
28,deep forest: towards an alternative to deep neural networks,989
1050,"jupyter notebooks with scala, python, or r kernels",791
1364,predicting churn with the spss random tree algorithm,168
268,sector correlations shiny app,926
1047,a comparison of logistic regression and naive bayes ,990
32,a kaggler's guide to model stacking in practice,722
1431,visualize car data with brunel,810
1060,airbnb data for analytics: amsterdam listings,21
422,brunel 2.0 preview,987
1282,employed population by occupation and age,203
1431,visualize car data with brunel,87
20,working interactively with rstudio and notebooks in dsx,991
1393,the nurse assignment problem,6
1050,"jupyter notebooks with scala, python, or r kernels",693
1394,the nurse assignment problem data,88
1343,maximize oil company profits,992
1017,the pandas data analysis library,731
1426,use spark for scala to load data and run sql queries,993
34,top 10 machine learning use cases: part 1,518
593,upload files to ibm data science experience using the command line,994
1364,predicting churn with the spss random tree algorithm,82
29,experience iot with coursera,420
1429,use deep learning for image classification,52
1176,build a python app on the streaming analytics service,242
193,spark 2.1 and job monitoring available in dsx,814
33,using brunel in ipython/jupyter notebooks,651
1436,welcome to pixiedust,995
1351,model bike sharing data with spss,943
1160,analyze accident reports on amazon emr spark,98
1186,connect to db2 warehouse on cloud and db2 using scala,996
1282,employed population by occupation and age,829
1165,analyze precipitation data,754
1014,"1448    i ranked every intro to data science course on...
Name: title, dtype: object",997
151,jupyter notebook tutorial,998
1174,breast cancer wisconsin (diagnostic) data set,665
1314,healthcare python streaming application demo,999
1017,the pandas data analysis library,1000
1429,use deep learning for image classification,1001
1293,finding optimal locations of new store using decision optimization,371
524,data science platforms are on the rise and ibm is leading the way,924
1343,maximize oil company profits,209
1436,welcome to pixiedust,49
20,working interactively with rstudio and notebooks in dsx,98
1361,"population below national poverty line, total, percentage",1002
125,statistics for hackers,732
193,spark 2.1 and job monitoring available in dsx,1003
1337,life expectancy at birth by country in total years,726
1305,gosales transactions for naive bayes model,786
33,using brunel in ipython/jupyter notebooks,814
1152,airbnb data for analytics: venice reviews,131
1393,the nurse assignment problem,1004
600,access ibm analytics for apache spark from rstudio,957
1314,healthcare python streaming application demo,719
415,using machine learning to predict value of homes on airbnb,995
1368,putting a human face on machine learning,482
813,generative adversarial networks (gans),779
1436,welcome to pixiedust,90
977,apache spark as the new engine of genomics,788
1398,total population by country,242
1006,essentials of machine learning algorithms (with python and r codes),288
1293,finding optimal locations of new store using decision optimization,371
237,deep learning with data science experience,1005
1305,gosales transactions for naive bayes model,343
1436,welcome to pixiedust,271
230,web picks (week of 23 january 2017),1006
1028,working with sqlite databases using python and pandas,760
1171,"apache spark lab, part 2: querying data",471
871,overfitting in machine learning: what it is and how to prevent it,50
1185,classify tumors with machine learning,242
98,how to map usa rivers using ggplot2,488
1432,visualize data with the matplotlib library,1007
1343,maximize oil company profits,55
1354,movie recommender system with spark machine learning,26
124,python machine learning: scikit-learn tutorial,305
1422,use r dataframes & ibm watson natural language understanding,1008
1017,the pandas data analysis library,1009
399,predicting the 2016 us presidential election,988
1296,fortune 100 companies,734
903,an attempt to understand boosting algorithm(s),94
1293,finding optimal locations of new store using decision optimization,420
51,modern machine learning algorithms,488
1000,recommender systems: approaches & algorithms,959
64,predicting gentrification using longitudinal census data,1010
1314,healthcare python streaming application demo,1011
559,"this week in data science (april 4, 2017)",1012
1047,a comparison of logistic regression and naive bayes ,1013
1296,fortune 100 companies,195
1441,world tourism data by the world tourism organization,976
1351,model bike sharing data with spss,242
1016,why you should master r (even if it might eventually become obsolete),105
109,tensorflow quick tips,1014
131,simple graphing with ipython and pandas,184
98,how to map usa rivers using ggplot2,135
1170,"apache spark lab, part 1: basic concepts",646
1429,use deep learning for image classification,23
422,brunel 2.0 preview,223
353,sparklyr — r interface for apache spark,1015
1364,predicting churn with the spss random tree algorithm,371
116,practical tutorial on random forest and parameter tuning in r,1016
151,jupyter notebook tutorial,1017
1304,gosales transactions for logistic regression model,836
43,deep learning with tensorflow course by big data university,1018
448,"this week in data science (april 11, 2017)",750
32,a kaggler's guide to model stacking in practice,1019
1295,forest area by country in sq km,1020
1398,total population by country,1021
1416,united states demographic measures: population and age,796
1060,airbnb data for analytics: amsterdam listings,438
1330,insights from new york car accident reports,754
1338,ml optimization using cognitive assistant,1022
962,data visualization with r: scrum metrics,404
239,getting started with graphframes in apache spark™,67
1351,model bike sharing data with spss,762
440,"this week in data science (january 24, 2017)",651
1428,use decision optimization to schedule league games,23
749,hurricane how-to,962
1354,movie recommender system with spark machine learning,1023
1430,"using pixiedust for fast, flexible, and easier data analysis and experimentation",674
1422,use r dataframes & ibm watson natural language understanding,1008
1014,"1448    i ranked every intro to data science course on...
Name: title, dtype: object",950
1304,gosales transactions for logistic regression model,88
316,"leverage python, scikit, and text classification for behavioral profiling",693
125,statistics for hackers,1024
1431,visualize car data with brunel,199
210,"this week in data science (february 14, 2017)",985
51,modern machine learning algorithms,1025
108,"520    using notebooks with pixiedust for fast, flexi...
Name: title, dtype: object",1026
51,modern machine learning algorithms,948
1279,"dry bulb temperature, by country, station and year",843
76,"this week in data science (may 2, 2017)",1027
109,tensorflow quick tips,23
429,why relational databases and r?,110
244,notebooks: a power tool for data scientists,1028
125,statistics for hackers,1029
329,introduction to market basket analysis in python,885
251,"8170    data science expert interview: dez blanchfield...
Name: title, dtype: object",1018
1400,uci ml repository: chronic kidney disease data set,324
593,upload files to ibm data science experience using the command line,1030
151,jupyter notebook tutorial,1031
20,working interactively with rstudio and notebooks in dsx,646
1163,analyze open data sets with spark & pixiedust,131
593,upload files to ibm data science experience using the command line,1032
1436,welcome to pixiedust,649
1314,healthcare python streaming application demo,1033
1276,deploy your python model as a restful api,180
237,deep learning with data science experience,897
1055,access postgresql with python,1034
996,5 practical use cases of social network analytics: going beyond facebook and twitter,290
1430,"using pixiedust for fast, flexible, and easier data analysis and experimentation",37
1017,the pandas data analysis library,530
1338,ml optimization using cognitive assistant,640
260,the machine learning database,656
379,data structures related to machine learning algorithms,518
268,sector correlations shiny app,490
1276,deploy your python model as a restful api,1035
1166,analyzing data by using the sparkling.data library features,876
1047,a comparison of logistic regression and naive bayes ,1036
1282,employed population by occupation and age,220
221,how smart catalogs can turn the big data flood into an ocean of opportunity,1037
887,"502    forgetting the past to learn the future: long ...
Name: title, dtype: object",1038
474,publish notebooks to github in dsx,1039
749,hurricane how-to,686
470,what’s new in the streaming analytics service on bluemix,783
1330,insights from new york car accident reports,56
1436,welcome to pixiedust,288
260,the machine learning database,1040
1304,gosales transactions for logistic regression model,313
1181,car performance data,1041
194,data science for real-time streaming analytics,738
510,"this week in data science (may 30, 2017)",665
194,data science for real-time streaming analytics,774
903,an attempt to understand boosting algorithm(s),1042
108,"520    using notebooks with pixiedust for fast, flexi...
Name: title, dtype: object",700
868,how to write the first for loop in r,3
1017,the pandas data analysis library,1043
1434,wages,896
164,learn tensorflow and deep learning together and now!,656
1017,the pandas data analysis library,131
730,developing for the ibm streaming analytics service,961
369,upload data and create data frames in jupyter notebooks,1044
969,flightpredict ii: the sequel  – ibm watson data lab,54
1163,analyze open data sets with spark & pixiedust,1045
125,statistics for hackers,88
729,pixiedust 1.0 is here! – ibm watson data lab,1046
124,python machine learning: scikit-learn tutorial,323
221,how smart catalogs can turn the big data flood into an ocean of opportunity,445
1282,employed population by occupation and age,1047
812,"machine learning exercises in python, part 1",98
1358,"part-time employment rate, worldwide, by country and year",1048
120,a dynamic duo – inside machine learning – medium,1049
1176,build a python app on the streaming analytics service,783
32,a kaggler's guide to model stacking in practice,707
1431,visualize car data with brunel,235
1398,total population by country,1050
761,"variational auto-encoder for ""frey faces"" using keras",1051
1429,use deep learning for image classification,654
43,deep learning with tensorflow course by big data university,975
955,leaflet: interactive web maps with r,362
1398,total population by country,726
1354,movie recommender system with spark machine learning,726
1330,insights from new york car accident reports,889
1431,visualize car data with brunel,988
1052,access db2 warehouse on cloud and db2 with python,21
1053,access mysql with python,985
369,upload data and create data frames in jupyter notebooks,69
1185,classify tumors with machine learning,95
194,data science for real-time streaming analytics,1052
29,experience iot with coursera,511
1351,model bike sharing data with spss,67
933,workflow in r,217
844,use the cloudant-spark connector in python notebook,1053
164,learn tensorflow and deep learning together and now!,357
1171,"apache spark lab, part 2: querying data",150
878,10 data science podcasts you need to be listening to right now,371
1354,movie recommender system with spark machine learning,242
911,using machine learning to predict baseball injuries,1054
1304,gosales transactions for logistic regression model,173
1330,insights from new york car accident reports,1055
684,flexdashboard: interactive dashboards for r,1056
28,deep forest: towards an alternative to deep neural networks,676
101,how to choose a project to practice data science,1057
1172,"apache spark lab, part 3: machine learning",67
1274,data model with streaming analytics and python,619
124,python machine learning: scikit-learn tutorial,765
795,"7292    a dramatic tour through python’s data visualiz...
Name: title, dtype: object",169
1330,insights from new york car accident reports,1058
1398,total population by country,249
1393,the nurse assignment problem,347
78,"this week in data science (may 16, 2017)",722
415,using machine learning to predict value of homes on airbnb,659
1416,united states demographic measures: population and age,696
1423,use sql with data in hadoop python,669
1351,model bike sharing data with spss,1059
1160,analyze accident reports on amazon emr spark,312
547,trust in data science,1060
1432,visualize data with the matplotlib library,1061
1360,pixieapp for outlier detection,262
1025,data tidying in data science experience,781
1429,use deep learning for image classification,273
348,"this week in data science (april 25, 2017)",1019
510,"this week in data science (may 30, 2017)",438
1330,insights from new york car accident reports,1062
51,modern machine learning algorithms,1063
260,the machine learning database,1059
1398,total population by country,55
1398,total population by country,1064
508,data science in the cloud,996
861,cleaning the swamp: turn your data lake into a source of crystal-clear insight,49
1338,ml optimization using cognitive assistant,1065
1351,model bike sharing data with spss,797
110,pixiedust: magic for your python notebook,184
366,clustering: a guide for the perplexed,1066
607,recommendation system algorithms – stats and bots,168
1436,welcome to pixiedust,1067
744,spark-based machine learning tools for capturing word meanings,215
1432,visualize data with the matplotlib library,261
1426,use spark for scala to load data and run sql queries,207
1393,the nurse assignment problem,697
957,brunel interactive visualizations in jupyter notebooks,723
18,the greatest public datasets for ai – startup grind,135
